,tweets,id,len,date,source,likes,retweets
155,Drones - Are they the future of healthcare? 💊🏥🕹 https://t.co/zNAMio2Esx via @QBEeo,811417895875944448,82,2016-12-21 03:47:56,Twitter Web Client,0,0
156,"I want someone who'll build the very best team, someone who'll use diversity as a competitive weapon - CEO @johnqbe https://t.co/4zUesgEXMG",811417700333330433,139,2016-12-21 03:47:09,Twitter Web Client,0,2
157,"1 in 8 Aussies would be more comfortable going away on holiday if they knew their neighbours better - @QBEaus 
https://t.co/T3WsAQUlKN?",809545021401669632,135,2016-12-15 23:45:48,Twitter Web Client,3,0
158,"RT @QBENorthAmerica: QBE congratulates Gina Papush, Chief Analytics &amp; Data Officer for QBE Group, named as one of the Business Insurance 20…",809205068113162240,144,2016-12-15 01:14:57,Twitter Web Client,0,3
159,5 million satellite images from over the past 3 decades by 5 different satellites - Google Earth Machine 🌏🌎🌍🛰⌛️ https://t.co/QjHYwuzQ5H,809184602547884032,135,2016-12-14 23:53:37,Twitter Web Client,0,0
160,"The evolution of the support system that backs up the @lionsofficial - episode 3 of #teambehindtheteam by QBE
https://t.co/nzKmSqKwgB",808448200981954566,133,2016-12-12 23:07:26,Twitter Web Client,0,0
161,Congratulations to the @lionsofficial #LionsNZ2017 coaching team. Follow @QBErugby for exclusive interviews with the team behind the team!,806617310681178112,138,2016-12-07 21:52:07,Twitter for iPhone,0,0
162,"Find out how #QBE Premiums4Good can help make a real, sustainable difference to communities https://t.co/vGilNDveGT",806274842383163392,115,2016-12-06 23:11:16,Twitter Web Client,1,0
163,"5 million satellite images from over the past 3 decades by 5 different satellites - Google Earth Machine 🌏🌎🌍🛰⌛️
https://t.co/QjHYwuzQ5H",806274696681385984,135,2016-12-06 23:10:42,Twitter Web Client,1,0
164,RT @box_of_balloons: Thanks to @QBE Foundation for a $500 grant &amp; employees for the 3 Birthday boxes for children in need. You made a lot o…,805964592044064768,144,2016-12-06 02:38:27,Twitter Web Client,0,3
165,"RT @TEDTalks: ""Stress gives us access to our hearts."" The surprising benefits of stress: https://t.co/1UUbmlkRla",805932604763422720,112,2016-12-06 00:31:21,Twitter Web Client,0,221
166,"RT @wef: This is what artificial intelligence will look like in 2030, according to one of the world’s leading experts https://t.co/QN6JO8jc…",805926071048630272,140,2016-12-06 00:05:23,Twitter Web Client,0,26
167,"The evolution of the support system that backs up the @lionsofficial - episode 3 of #teambehindtheteam by QBE
https://t.co/nzKmSqKwgB",805922670411857920,133,2016-12-05 23:51:52,Twitter Web Client,0,0
168,Drones - Are they the future of healthcare? 💊🏥🕹 https://t.co/zNAMio2Esx via @QBEeo,805619972395253760,82,2016-12-05 03:49:03,Twitter Web Client,0,3
169,"RT @QBENorthAmerica: In today's business world, management is exposed to risks that are as diverse as they are complex. https://t.co/OWv03U…",804549448030240770,140,2016-12-02 04:55:10,Twitter Web Client,0,1
170,"RT @CLM_Adam: I'm so pleased to host Russell Johnston, the CEO of @QBENorthAmerica, as keynote at @TheCLMalliance Conference today in New Y…",804549399967715328,140,2016-12-02 04:54:59,Twitter Web Client,0,2
171,"Congrats to Liam Buckley, Head of Internal Audit for making the @AFRLeadership 50 LGBTI Leaders list https://t.co/uSzGijMwwU",804513009729085440,124,2016-12-02 02:30:23,Twitter Web Client,5,1
172,"Of the 10 million bits of info each of our brains process each sec, only 0.0005% is devoted to deliberate thought
https://t.co/2ezUb2lDdA",803834670093893632,137,2016-11-30 05:34:54,Twitter Web Client,0,0
173,"RT @QBEeo: People can be a firm's biggest risk, #QBE risk expert Deborah O'Riordan blogs about the importance of risk culture https://t.co/…",803365029454184448,140,2016-11-28 22:28:43,Twitter Web Client,0,1
174,"Find out how #QBE Premiums4Good can help make a real, sustainable difference to communities https://t.co/vGilNDdDPl",803364478662443010,115,2016-11-28 22:26:32,Twitter Web Client,1,6
175,RT @ValaAfshar: The world in 2045 — welcome to the intelligence economy #AI https://t.co/2Xt3evjtDm https://t.co/OPqDgZrqds,801946147187105792,123,2016-11-25 00:30:35,Twitter Web Client,0,103
176,Drones - Are they the future of healthcare? 💊🏥🕹 https://t.co/zNAMio2Esx via @QBEeo,801662516669448192,82,2016-11-24 05:43:32,Twitter Web Client,0,0
177,"What happens when you put a GoPro in a bag, throw it onto the conveyer belt and send it off on a flight  https://t.co/xN53pn2dwH 
 ✈️",801640386003243008,133,2016-11-24 04:15:36,Twitter Web Client,0,0
178,CEO @JohnQBE on why it's critical to work with customers to jointly develop services to serve their emerging needs https://t.co/dwqtiA0DD9,801640056943296512,138,2016-11-24 04:14:17,Twitter Web Client,0,2
179,RT @QBEaus: See why the keepers at @TarongaZoo gave this Black-breasted Buzzard the nickname 'Slammer'. https://t.co/ptXsmzebxE,801579624731799553,127,2016-11-24 00:14:09,Twitter Web Client,0,1
180,"Find out how #QBE Premiums4Good can help make a real, sustainable difference to communities https://t.co/vGilNDveGT",801285004529569793,115,2016-11-23 04:43:26,Twitter Web Client,1,1
181,Everyday cybercrime -- and what you can do about it https://t.co/xr0U2uiato via @TEDTalks,801283940161945600,89,2016-11-23 04:39:13,Twitter Web Client,2,3
182,"RT @BusInsMagazine: Gina Papush of @QBENorthAmerica will be honored at Women To Watch, Dec. 12-13. Join us: https://t.co/npLNW4xjYx #WeAreW…",801201594876338176,140,2016-11-22 23:12:00,Twitter Web Client,0,3
183,RT @QBEeo: VIDEO: @CraftYselfSilly Hayley Smith receiving @QBEeo New Exporter of the Year #businessawards2016 last night - https://t.co/PTN…,799083492273319936,140,2016-11-17 02:55:25,Twitter Web Client,0,2
184,RT @LloydsBankBiz: @CraftYselfSilly have bagged the award for @QBE NewExporter of the Year. Congratulations #businessawards2016,798659067174535168,127,2016-11-15 22:48:54,Twitter Web Client,0,1
185,"CEO @JohnQBE on why it's critical to work with customers to jointly develop services to serve their emerging needs
https://t.co/dwqtiA0DD9",798348375447904256,138,2016-11-15 02:14:19,Twitter Web Client,0,0
186,RT @QBErugby: Next in our series with @lionsofficial we hear about the military operation that is tour logistics #LionsNZ2017 https://t.co/…,798317890646614016,140,2016-11-15 00:13:11,Twitter Web Client,0,5
187,Everyday cybercrime -- and what you can do about it https://t.co/xr0U2uiato via @TEDTalks,798300039021883392,89,2016-11-14 23:02:15,Twitter Web Client,5,4
188,"Every organisation needs to understand and communicate its PURPOSE - why it exists - Group CEO @JohnQBE
https://t.co/Oq2GIjGSUR",797957373025357824,127,2016-11-14 00:20:37,Twitter Web Client,3,2
189,"Of the 10 million bits of info each of our brains process each sec, only 0.0005% is devoted to deliberate thought
https://t.co/2ezUb241P0",796208867214360576,137,2016-11-09 04:32:41,Twitter Web Client,2,1
190,"RT @JonErlichman: Things that didn't exist election night in 2008:

Uber
iPad
Instagram
Snapchat
WhatsApp
Pinterest
Periscope
Oculus
Slack…",796159152699490304,139,2016-11-09 01:15:08,Twitter Web Client,0,2876
191,"RT @QBENorthAmerica: Have you read our white paper titled “Does Your Supply Chain Harbor Hidden Risks?"" Check it our here: https://t.co/zgE…",796121205400944640,140,2016-11-08 22:44:21,Twitter Web Client,0,3
192,RT @CNET: 5 live streams to watch if you're burnt out on the election #ElectionDay https://t.co/4Nk1jfeiHb,796118193416728577,106,2016-11-08 22:32:23,Twitter Web Client,0,64
193,"QBE Europe's CEO Richard Pryce on the adaptability of the insurance industry in the face of #Brexit
https://t.co/9NMlEVIzpQ",795816270914433028,123,2016-11-08 02:32:39,Twitter Web Client,1,0
194,CEO @JohnQBE on why it's critical to work with customers to jointly develop services to serve their emerging needs https://t.co/dwqtiA0DD9,795776866170699777,138,2016-11-07 23:56:04,Twitter Web Client,3,2
195,"RT @Finnewsnetwork: Group CEO, John Neal @QBEaus $QBE speaking on FY16 results &amp; strategy https://t.co/0V97mUE6dw https://t.co/nT87eMwOeq",795774599405309952,141,2016-11-07 23:47:03,Twitter Web Client,0,1
196,"How to feel at ease on an airplane ✈️💤
https://t.co/Q8mOlN1kXx",795774121455939584,62,2016-11-07 23:45:09,Twitter Web Client,0,0
197,"500,000 Australian dirt tracks, roads and highways in the finest of details
https://t.co/M3KLsLMuBh",794330499548258304,99,2016-11-04 00:08:43,Twitter Web Client,1,0
198,"QBE Europe's CEO Richard Pryce on the adaptability of the insurance industry in the face of #Brexit
https://t.co/9NMlEVIzpQ",794313717018042369,123,2016-11-03 23:02:02,Twitter Web Client,2,0
199,"Every organisation needs to understand and communicate its PURPOSE - why it exists - Group CEO @JohnQBE
https://t.co/Oq2GIjYujr?",794019989065990144,128,2016-11-03 03:34:52,Twitter Web Client,0,0
